,preflop_action,board_flop,board_turn,board_river,aggressor_position,postflop_action,evaluation_at,available_moves,pot_size,hero_position,holding,correct_decision
7936,SB/3.0bb/BB/call,Ad8d3d,Kh,5d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_5/IP_RAISE_16,Turn,"['Fold', 'Call', 'Raise 41']",27,OOP,AhQd,Call
7937,HJ/2.0bb/BB/call,7d6c4h,5h,Kh,OOP,OOP_CHECK/IP_CHECK/dealcards/5h/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Kh/OOP_CHECK,River,"['Check', 'Bet 11']",14,IP,TsTc,Check
7938,UTG/2.0bb/BB/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/5h/OOP_BET_11/IP_RAISE_35,Turn,"['Fold', 'Call', 'Raise 93']",60,OOP,2d2c,Fold
7939,CO/2.3bb/BB/call,Th3s2d,Ac,3h,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Ac/OOP_BET_23,Turn,"['Fold', 'Call', 'Raise 84']",54,IP,AdJd,Call
7940,UTG/2.0bb/BTN/7.5bb/UTG/call,JcJh4s,4d,As,IP,OOP_BET_3,Flop,"['Fold', 'Call', 'Raise 10']",19,IP,AsKc,Raise 10
7941,CO/2.3bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,5s5d,Check
7942,CO/2.3bb/BB/call,Qc8cAc,3c,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Ah/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 84']",105,OOP,AdQh,Raise 84
7943,BTN/2.5bb/BB/call,9dTs8s,5d,2d,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2d/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 93']",45,OOP,5s5c,Call
7944,CO/2.3bb/BTN/call,8h8cTc,Kc,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kc/OOP_BET_8/IP_RAISE_23,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 97']",37,OOP,AcQd,Call
7945,HJ/2.0bb/BB/12.3bb/HJ/call,Ks7h2d,Jc,Qc,IP,OOP_CHECK/IP_BET_13/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_31/OOP_RAISE_74,Turn,"['Fold', 'Call']",156,IP,QsQc,Fold
7946,SB/3.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/3d/OOP_CHECK,Turn,"['Check', 'Bet 29', 'Bet 48']",38,IP,AcTd,Check
7947,CO/2.3bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_BET_2/IP_CALL/dealcards/Qs/OOP_BET_11/IP_RAISE_31,Turn,"['Fold', 'Call', 'Raise 95']",51,OOP,AsQh,Call
7948,CO/2.3bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ts/OOP_CHECK/IP_CHECK/dealcards/Qc/OOP_CHECK,River,"['Check', 'Bet 7']",9,IP,AdKc,Bet 7
7949,CO/2.3bb/BB/call,Jh4h5s,2d,Qc,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/2d/OOP_CHECK,Turn,"['Check', 'Bet 23', 'Bet 39']",31,IP,AdKd,Bet 23
7950,UTG/2.0bb/BB/call,QcAdKh,Ts,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/Ac/OOP_CHECK/IP_BET_18/OOP_RAISE_58,River,"['Fold', 'Call', 'Raise 88']",100,IP,KsQs,Raise 88
7951,BTN/2.5bb/BB/call,JsKs5d,8h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/8h/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/3c/OOP_BET_20,River,"['Fold', 'Call', 'Raise 80']",59,IP,KdTs,Call
7952,BTN/2.5bb/BB/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK/IP_BET_4,River,"['Fold', 'Call', 'Raise 13']",9,OOP,Tc8c,Call
7953,BTN/2.5bb/BB/call,5c5dAh,3h,2c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/3h/OOP_CHECK/IP_BET_11/OOP_RAISE_31/IP_CALL/dealcards/2c/OOP_CHECK,River,"['Check', 'Raise 64']",69,IP,QdTc,Raise 64
7954,UTG/2.0bb/BTN/call,TsKcAh,Jc,Ks,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_39/OOP_RAISE_85,Turn,"['Fold', 'Call']",155,IP,9s9c,Fold
7955,HJ/2.0bb/BTN/call,Ks7h2d,Jc,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/Qc/OOP_BET_20/IP_RAISE_81,River,"['Fold', 'Call']",140,OOP,KdTs,Fold
7956,UTG/2.0bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_BET_5/IP_RAISE_14/OOP_CALL/dealcards/Th/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 84']",106,OOP,JsJd,Fold
7957,HJ/2.0bb/BB/call,Jh4h5s,2d,Qc,OOP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/2d/OOP_CHECK/IP_BET_30/OOP_RAISE_88,Turn,"['Fold', 'Call']",142,IP,ThTd,Fold
7958,SB/3.0bb/BB/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/3s/OOP_CHECK,River,"['Check', 'Bet 39', 'Raise 74']",52,IP,As9h,Check
7959,BTN/2.5bb/SB/12.0bb/BTN/call,Th4c5d,7s,As,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/7s/OOP_CHECK/IP_BET_21,Turn,"['Fold', 'Call', 'Raise 46', 'Raise 83']",56,OOP,KhKc,Raise 46
7960,BTN/2.5bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_BET_4,Flop,"['Fold', 'Call', 'Raise 11']",9,OOP,Ks6s,Raise 11
7961,CO/2.3bb/BTN/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_8,Turn,"['Fold', 'Call', 'Raise 23']",14,IP,QcJc,Fold
7962,BTN/2.5bb/BB/call,TsKcAh,Jc,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,Th9s,Check
7963,UTG/2.0bb/BB/call,7d6c4h,5h,3c,OOP,OOP_BET_1/IP_CALL/dealcards/5h/OOP_BET_5/IP_RAISE_16,Turn,"['Fold', 'Call', 'Raise 41']",27,OOP,5s3s,Call
7964,BTN/2.5bb/SB/12.0bb/BTN/call,Th4c5d,7s,As,OOP,OOP_CHECK/IP_BET_13/OOP_CALL/dealcards/7s/OOP_CHECK/IP_RAISE_75,Turn,"['Fold', 'Call']",126,OOP,9d9c,Call
7965,HJ/2.0bb/BB/call,Ad8d3d,9d,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Bet 18']",24,IP,Qh9h,Bet 18
7966,UTG/2.0bb/BTN/7.5bb/UTG/call,Th3s2d,Ac,Qc,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/Ac/OOP_CHECK/IP_BET_22/OOP_RAISE_48,Turn,"['Fold', 'Call', 'Raise 82']",106,IP,KhKc,Fold
7967,HJ/2.0bb/BB/call,Th3s2d,Ac,3h,OOP,OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/Ac/OOP_CHECK/IP_BET_30,Turn,"['Fold', 'Call', 'Raise 88']",54,OOP,7s4s,Fold
7968,SB/3.0bb/BB/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_CHECK/dealcards/8d/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,Qc3c,Bet 5
7969,HJ/2.0bb/BTN/call,5c5dAh,3h,Kh,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/3h/OOP_CHECK/IP_BET_7,Turn,"['Fold', 'Call', 'Raise 22']",16,OOP,KdTs,Fold
7970,HJ/2.0bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/As/OOP_CHECK/IP_CHECK/dealcards/Qd/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,QcJc,Check
7971,UTG/2.0bb/HJ/6.5bb/UTG/call,7d6c4h,5h,Kh,IP,OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/5h/OOP_CHECK/IP_BET_37/OOP_RAISE_83,Turn,"['Fold', 'Call']",154,IP,KsKh,Call
7972,HJ/2.0bb/BTN/call,6s8d7c,Js,2s,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/2s/OOP_BET_9/IP_RAISE_32,River,"['Fold', 'Call', 'Raise 92']",58,OOP,Ks7s,Call
7973,UTG/2.0bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_CHECK/IP_CHECK/dealcards/Qs/OOP_CHECK/IP_CHECK/dealcards/5s/OOP_BET_2,River,"['Fold', 'Call', 'Raise 7']",6,IP,AsAh,Call
7974,SB/3.0bb/BB/call,Jh4h5s,Kh,6h,OOP,OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_48/OOP_RAISE_81,Turn,"['Fold', 'Call']",167,IP,Ah8d,Call
7975,CO/2.3bb/BB/call,Th3s2d,5d,Ks,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/5d/OOP_CHECK,Turn,"['Check', 'Bet 10', 'Bet 16']",13,IP,KhQs,Check
7976,BTN/2.5bb/BB/call,Qc8cAc,3c,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/Ah/OOP_CHECK/IP_BET_13/OOP_RAISE_41,River,"['Fold', 'Call', 'Raise 91']",71,IP,Kc2c,Call
7977,UTG/2.0bb/CO/6.5bb/UTG/call,Th3s2d,Ac,Qc,IP,OOP_BET_3,Flop,"['Fold', 'Call', 'Raise 10']",17,IP,AsAd,Call
7978,BTN/2.5bb/BB/call,Ad8d3d,9d,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,Jh5h,Check
7979,BTN/2.5bb/BB/call,6s8d7c,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK/IP_BET_6/OOP_RAISE_17,Turn,"['Fold', 'Call', 'Raise 43']",28,IP,KdTc,Call
7980,CO/2.3bb/BTN/call,5c2d3h,Td,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Td/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/Qc/OOP_BET_26/IP_RAISE_74,River,"['Fold', 'Call']",152,OOP,AsAc,Call
7981,HJ/2.0bb/BB/call,AcKs7d,2h,7c,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/2h/OOP_CHECK/IP_BET_13/OOP_CALL/dealcards/7c/OOP_CHECK/IP_BET_27,River,"['Fold', 'Call', 'Raise 82']",60,OOP,QhTd,Fold
7982,HJ/2.0bb/BB/call,5c5dAh,5s,8c,OOP,OOP_BET_1/IP_RAISE_5/OOP_CALL/dealcards/5s/OOP_CHECK,Turn,"['Check', 'Bet 11', 'Bet 18']",14,IP,QcJs,Check
7983,CO/2.3bb/BTN/call,Th3s2d,5d,Ks,OOP,OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/5d/OOP_CHECK/IP_BET_48,Turn,"['Fold', 'Call', 'Raise 81']",86,OOP,Kc3c,Fold
7984,CO/2.3bb/BB/call,JsKs5d,Jd,4d,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Jd/OOP_BET_39/IP_RAISE_84,Turn,"['Fold', 'Call']",154,OOP,JcTs,Call
7985,BTN/2.5bb/BB/call,JcJh4s,4d,As,OOP,OOP_BET_2,Flop,"['Fold', 'Call', 'Raise 8']",7,IP,AdKd,Call
7986,BTN/2.5bb/BB/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/5h/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_BET_3,River,"['Fold', 'Call', 'Raise 10']",8,IP,Kc9h,Call
7987,SB/3.0bb/BB/call,Qc8cAc,Kh,Jh,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_8/IP_CALL/dealcards/Jh/OOP_CHECK,River,"['Check', 'Bet 17']",22,IP,As9h,Check
7988,BTN/2.5bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/As/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/Qd/OOP_CHECK/IP_BET_29/OOP_RAISE_80,River,"['Fold', 'Call']",148,IP,Kc6c,Fold
7989,HJ/2.0bb/BB/call,JcJh4s,Ts,8c,OOP,OOP_BET_1/IP_CALL/dealcards/Ts/OOP_CHECK,Turn,"['Check', 'Bet 5', 'Bet 8']",6,IP,ThTd,Bet 5
7990,SB/3.0bb/BB/call,Jh4h5s,Kh,6h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/6h/OOP_CHECK/IP_BET_17,River,"['Fold', 'Call', 'Raise 54', 'Raise 89']",39,OOP,Qh8h,Call
7991,BTN/2.5bb/BB/call,8h8cTc,Kc,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kc/OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK,River,"['Check', 'Bet 4']",5,IP,Ad6d,Check
7992,BTN/2.5bb/BB/13.0bb/BTN/call,5c2d3h,Td,4c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Td/OOP_BET_22,Turn,"['Fold', 'Call', 'Raise 48', 'Raise 82']",58,IP,Kh9h,Fold
7993,SB/3.0bb/BB/call,QcAdKh,3d,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/8c/OOP_CHECK/IP_BET_12,River,"['Fold', 'Call', 'Raise 38']",28,OOP,JhTc,Raise 38
7994,HJ/2.0bb/BB/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_3/IP_CALL/dealcards/2h/OOP_CHECK,River,"['Check', 'Bet 8']",10,IP,5s5c,Bet 8
7995,CO/2.3bb/BB/call,Ks7h2d,6h,4h,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_CHECK/IP_CHECK/dealcards/4h/OOP_CHECK/IP_BET_4/OOP_RAISE_13,River,"['Fold', 'Call', 'Raise 33']",22,IP,Ah8h,Raise 33
7996,BTN/2.5bb/BB/13.0bb/BTN/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_16/OOP_RAISE_35,Turn,"['Fold', 'Call', 'Raise 87']",77,IP,6s6d,Call
7997,BTN/2.5bb/BB/call,5c5dAh,3h,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/3h/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/2c/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,QcTc,Check
7998,CO/2.3bb/BB/call,TsKcAh,2d,3c,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/2d/OOP_CHECK/IP_BET_23/OOP_RAISE_84,Turn,"['Fold', 'Call']",138,IP,QsQh,Fold
7999,CO/2.3bb/BTN/7.5bb/CO/call,Ad8d3d,9d,Td,IP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_10,Turn,"['Fold', 'Call', 'Raise 22']",26,IP,Ah8h,Call
8000,CO/2.3bb/BB/call,6s8d7c,9s,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_BET_4/IP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,AdKh,Check
8001,HJ/2.0bb/CO/6.5bb/HJ/call,4s4h3h,9s,Kc,IP,OOP_BET_3,Flop,"['Fold', 'Call', 'Raise 10']",17,IP,KdQh,Raise 10
8002,BTN/2.5bb/BB/13.0bb/BTN/call,4s4h3h,Jh,Js,OOP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_29/IP_RAISE_58,Turn,"['Fold', 'Call', 'Raise 87']",113,OOP,AsAh,Raise 87
8003,CO/2.3bb/BB/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2d/OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 25']",29,IP,Kd5d,Check
8004,SB/3.0bb/BB/10.0bb/SB/call,Jh4h5s,2d,Qc,IP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK,Turn,"['Check', 'Bet 12', 'Bet 22']",20,IP,AdQh,Check
8005,BTN/2.5bb/BB/call,Ad8d3d,9d,Td,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9d/OOP_CHECK/IP_CHECK/dealcards/Td/OOP_CHECK,River,"['Check', 'Bet 7']",9,IP,Ah4c,Check
8006,SB/3.0bb/BB/10.0bb/SB/call,7d6c4h,5h,Kh,IP,OOP_CHECK/IP_CHECK/dealcards/5h/OOP_BET_12,Turn,"['Fold', 'Call', 'Raise 27']",32,IP,Jc2c,Fold
8007,SB/3.0bb/BB/call,Th4c5d,Kd,8c,OOP,OOP_BET_5/IP_CALL/dealcards/Kd/OOP_BET_20,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 92']",36,IP,Jc9s,Fold
8008,BTN/2.5bb/BB/call,JcJh4s,4d,As,OOP,OOP_CHECK/IP_CHECK/dealcards/4d/OOP_BET_6,Turn,"['Fold', 'Call', 'Raise 17']",11,IP,Kh9h,Fold
8009,CO/2.3bb/BB/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/3s/OOP_BET_39/IP_RAISE_84,Turn,"['Fold', 'Call']",154,OOP,Ac8d,Call
8010,UTG/2.0bb/HJ/6.5bb/UTG/call,Ad8d3d,9d,Td,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/9d/OOP_CHECK,Turn,"['Check', 'Bet 12', 'Bet 22']",20,IP,AsJs,Bet 22
8011,HJ/2.0bb/SB/11.0bb/HJ/call,9s7s4c,6s,3c,IP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/6s/OOP_CHECK/IP_BET_36,Turn,"['Fold', 'Call', 'Raise 84']",69,OOP,As2s,Raise 84
8012,SB/3.0bb/BB/10.0bb/SB/call,QcAdKh,3d,Jc,IP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK,Turn,"['Check', 'Bet 12', 'Bet 22']",20,IP,AhJh,Bet 12
8013,BTN/2.5bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/Ks/OOP_CHECK/IP_BET_13,River,"['Fold', 'Call', 'Raise 41']",30,OOP,QcJd,Fold
8014,CO/2.3bb/BB/call,Th4c5d,7s,3d,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/7s/OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,Ah9h,Check
8015,HJ/2.0bb/BTN/call,5c2d3h,Ad,7c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ad/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/7c/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,KcQc,Check
8016,SB/3.0bb/BB/10.0bb/SB/call,QcAdKh,Ts,Ac,IP,OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/Ts/OOP_BET_44,Turn,"['Fold', 'Call', 'Raise 80']",84,IP,Td4d,Fold
8017,HJ/2.0bb/BB/call,AcKs7d,Kd,Tc,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/Tc/OOP_CHECK/IP_BET_18,River,"['Fold', 'Call', 'Raise 58', 'Raise 88']",42,OOP,Jh7h,Fold
8018,HJ/2.0bb/BB/call,6s8d7c,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK/IP_CHECK/dealcards/Kc/OOP_CHECK/IP_BET_3,River,"['Fold', 'Call', 'Raise 10']",7,OOP,5d2d,Call
8019,CO/2.3bb/BB/call,Ks7h2d,6h,4h,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/4h/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,KcJh,Check
8020,UTG/2.0bb/BB/call,9s7s4c,6s,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 24']",32,IP,AcKs,Bet 24
8021,HJ/2.0bb/BB/call,Js8d3c,9d,Jd,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/Jd/OOP_CHECK/IP_BET_18/OOP_RAISE_58,River,"['Fold', 'Call', 'Raise 88']",100,IP,AcQh,Fold
8022,UTG/2.0bb/BB/call,JsKs5d,8h,3c,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/8h/OOP_CHECK/IP_BET_13/OOP_RAISE_37/IP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Raise 58']",81,IP,Jc9c,Check
8023,CO/2.3bb/BTN/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Kh/OOP_BET_12/IP_RAISE_38,Turn,"['Fold', 'Call', 'Raise 92']",66,OOP,As5d,Fold
8024,HJ/2.0bb/BB/call,JcJh4s,4d,3c,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/4d/OOP_CHECK/IP_BET_18/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 38', 'Raise 75']",45,IP,QsQd,Check
8025,CO/2.3bb/BB/call,Th3s2d,5d,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/3c/OOP_BET_20,River,"['Fold', 'Call', 'Raise 80']",59,IP,QsQh,Call
8026,SB/3.0bb/BB/call,Ks7h2d,6h,4h,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/6h/OOP_CHECK/IP_BET_8/OOP_RAISE_25/IP_CALL/dealcards/4h/OOP_CHECK/IP_BET_45,River,"['Fold', 'Call', 'Raise 70']",103,OOP,Qd9d,Fold
8027,UTG/2.0bb/BTN/call,Th4c5d,Kd,Qh,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/Qh/OOP_BET_9/IP_RAISE_32,River,"['Fold', 'Call', 'Raise 92']",58,OOP,Qd9d,Fold
8028,CO/2.3bb/BB/call,JsKs5d,8h,5c,OOP,OOP_CHECK/IP_CHECK/dealcards/8h/OOP_BET_6/IP_RAISE_17,Turn,"['Fold', 'Call', 'Raise 43']",28,OOP,7h7d,Fold
8029,UTG/2.0bb/BTN/call,JcJh4s,4d,As,OOP,OOP_BET_2/IP_CALL/dealcards/4d/OOP_CHECK/IP_BET_11,Turn,"['Fold', 'Call', 'Raise 31']",20,OOP,7h7d,Fold
8030,CO/2.3bb/BB/call,9s7s4c,6s,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,AhJc,Check
8031,BTN/2.5bb/BB/call,Th3s2d,Ac,Qc,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Ac/OOP_CHECK,Turn,"['Check', 'Bet 23', 'Bet 39']",31,IP,Ah8d,Check
8032,HJ/2.0bb/BB/call,Qc8cAc,3c,Qh,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/3c/OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/Qh/OOP_CHECK,River,"['Check', 'Bet 29']",37,IP,AhTc,Bet 29
8033,SB/3.0bb/BB/call,TsKcAh,2d,9d,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/2d/OOP_CHECK/IP_BET_12/OOP_CALL/dealcards/9d/OOP_BET_20,River,"['Fold', 'Call', 'Raise 80']",55,IP,Th9c,Call
8034,SB/3.0bb/BB/10.0bb/SB/call,Th4c5d,Kd,8c,IP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_17/OOP_RAISE_37,Turn,"['Fold', 'Call', 'Raise 86']",82,IP,Ks7h,Call
8035,CO/2.3bb/BB/call,8h8cTc,Kc,2c,OOP,OOP_BET_2/IP_CALL/dealcards/Kc/OOP_CHECK/IP_BET_11/OOP_RAISE_31,Turn,"['Fold', 'Call', 'Raise 95']",51,IP,As8s,Call
8036,HJ/2.0bb/BB/call,QcAdKh,Ts,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Ac/OOP_CHECK,River,"['Check', 'Bet 8']",10,IP,9c8c,Check
8037,BTN/2.5bb/BB/call,Js8d3c,Kd,Ah,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Bet 23']",29,IP,KsJh,Bet 23
8038,UTG/2.0bb/HJ/6.5bb/UTG/call,9dTs8s,5d,2d,IP,OOP_BET_3/IP_CALL/dealcards/5d/OOP_CHECK/IP_BET_12/OOP_RAISE_27,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 90']",59,IP,JdJc,Raise 90
8039,BTN/2.5bb/BB/13.0bb/BTN/call,TsKcAh,2d,3c,OOP,OOP_CHECK,Flop,"['Check', 'Bet 5', 'Bet 13']",26,IP,Ac5c,Check
